Model,Link to model,Submitted,Type,# θ (B),n-shot,Average ⬆️,Agree,Agree avg_mcauroc,BB,BB acc,CCL-MC,CCL-MC acc,CCL-OPEN,CCL-OPEN exact_match,CCL-TF,CCL-TF avg_mcauroc,CCM-MC,CCM-MC acc,CCM-OPEN,CCM-OPEN exact_match,CNC-KSK,CNC-KSK word_perplexity,CCDNER,CCDNER exact_match,NQ,NQ exact_match,CNEC,CNEC exact_match,SQAD32,SQAD32 exact_match,TQA,TQA exact_match,CFR,CFR avg_mcauroc,CTK,CTK avg_mcauroc,CNC-DIAL,CNC-DIAL word_perplexity,CNC-E,CNC-E word_perplexity,CNC-F,CNC-F word_perplexity,GEC,GEC avg_mcauroc,CNC-KH,CNC-KH word_perplexity,HASG,HASG acc,HIST,HIST word_perplexity,HIST-IR,HIST-IR acc,KQA,KQA acc,P-ARG,P-ARG avg_mcauroc,P-DEMON,P-DEMON avg_mcauroc,P-EMOCE,P-EMOCE avg_mcauroc,P-FAB,P-FAB avg_mcauroc,P-LOK,P-LOK avg_mcauroc,P-LEP,P-LEP avg_mcauroc,P-NAZOR,P-NAZOR avg_mcauroc,P-REL,P-REL avg_mcauroc,P-RUS,P-RUS avg_mcauroc,P-STCH,P-STCH avg_mcauroc,P-VINA,P-VINA avg_mcauroc,P-MER,P-MER avg_mcauroc,P-ZANR,P-ZANR avg_mcauroc,S-CSFD,S-CSFD avg_mcauroc,S-FB,S-FB avg_mcauroc,S-MALL,S-MALL avg_mcauroc,SNLI,SNLI avg_mcauroc,CNC-SPK,CNC-SPK word_perplexity,SUBJ,SUBJ avg_mcauroc,UT-BIO,UT-BIO acc,UT-CHEM,UT-CHEM acc,UT-CZEL,UT-CZEL acc,UT-HIST,UT-HIST acc,UT-IT,UT-IT acc,UT-MATH,UT-MATH acc,UT-PHYS,UT-PHYS acc
ibm-granite/granite-3.0-8b-instruct,https://huggingface.co/ibm-granite/granite-3.0-8b-instruct,2024-11-04,chat,8.17,3,27.261904761904756,27.27272727272727,72.74192916836213,30.909090909090907,74.31818181818181,14.545454545454545,31.895223420647152,29.09090909090909,2.8846153846153846,23.636363636363637,60.693699065792096,0.0,22.22222222222222,18.181818181818183,4.716981132075472,18.181818181818183,3250.9265832396336,41.81818181818181,40.2099941668287,38.18181818181819,8.307947936859597,50.90909090909091,56.45339216767788,49.09090909090909,43.70344093650231,52.72727272727272,26.39593908629442,38.18181818181819,79.76290139808529,36.36363636363637,78.47537326579094,21.818181818181817,175.86575057066835,14.545454545454545,649.1489416428598,12.727272727272727,1445.4409231493803,23.636363636363637,54.38149689606369,20.0,14307.608175823758,21.818181818181817,43.995220075682134,16.363636363636363,4148.791010395461,7.2727272727272725,28.863232682060392,0.0,20.817843866171003,56.36363636363636,58.19272314047892,47.27272727272727,77.11388898753508,0.0,48.63685913466762,23.636363636363637,58.79423503015986,23.636363636363637,74.76206405003717,65.45454545454545,67.54538690476191,74.54545454545455,73.38111715274344,41.81818181818181,62.53854268094774,0.0,47.31209057217483,69.0909090909091,69.33333333333334,67.27272727272727,60.273329638340044,40.0,70.36074082624928,23.636363636363637,80.88003067175751,21.818181818181817,82.81463416351433,40.0,86.59239704728688,29.09090909090909,76.78273776282606,32.72727272727273,74.43623897991566,23.636363636363637,424.16509324156965,50.90909090909091,80.41926505158679,18.181818181818183,72.0,5.454545454545454,68.0,3.6363636363636362,59.0,7.2727272727272725,70.0,21.818181818181817,80.0,5.454545454545454,61.0,12.727272727272727,71.0
google/gemma-2-2b-it,https://huggingface.co/google/gemma-2-2b-it,2024-09-23,chat,2.61,3,22.366747835497833,30.909090909090907,74.21673877215618,29.09090909090909,72.5,21.818181818181817,34.514637904468415,0.0,0.6430868167202572,27.27272727272727,62.2878155436295,0.0,21.428571428571427,12.727272727272727,3.1446540880503147,12.727272727272727,4281.246986504022,32.72727272727273,35.990666925918724,5.454545454545454,2.2714681440443214,25.454545454545453,41.49659863945578,36.36363636363637,41.965235899255056,9.090909090909092,4.719921631489892,34.54545454545455,78.98131853424944,32.72727272727273,77.34904501894421,12.727272727272727,266.1380119197988,16.363636363636363,603.724251194707,16.363636363636363,1217.4612479175307,49.09090909090909,60.01050060023449,10.909090909090908,37585.331740159396,14.545454545454545,42.411870145389365,10.909090909090908,6425.568665881765,10.909090909090908,29.396092362344582,0.0,20.941759603469638,34.54545454545455,53.796270086437836,16.363636363636363,71.11047977556021,5.454545454545454,54.99130481413216,41.81818181818181,60.13290603965863,36.36363636363637,79.60314733225354,60.0,66.99051339285714,5.454545454545454,57.914899706012434,10.909090909090908,52.28771097046414,1.8181818181818181,50.733067265111764,7.2727272727272725,53.19135135135136,32.72727272727273,55.58256063034588,30.909090909090907,66.73687544981948,10.909090909090908,75.63439684113261,41.81818181818181,84.42381632809413,36.36363636363637,86.46733946409762,50.90909090909091,79.16215984602856,29.09090909090909,73.15210782663387,14.545454545454545,951.7429956742048,38.18181818181819,79.08181953604544,20.0,77.0,0.0,66.0,0.0,52.0,14.545454545454545,73.0,20.0,74.0,27.27272727272727,74.0,21.818181818181817,75.0
internlm/internlm2_5-7b-chat,https://huggingface.co/internlm/internlm2_5-7b-chat,2024-09-23,chat,7.74,3,22.3045183982684,32.72727272727273,77.92987528978605,38.18181818181819,77.27272727272727,25.454545454545453,35.901386748844374,0.0,0.6430868167202572,20.0,57.64286424170144,5.454545454545454,26.984126984126984,23.636363636363637,5.345911949685535,10.909090909090908,4789.143023008347,23.636363636363637,26.677036748979194,9.090909090909092,2.7700831024930745,21.818181818181817,31.890053318624744,16.363636363636363,24.618659098971264,5.454545454545454,3.1614569418470033,41.81818181818181,80.7391663817274,38.18181818181819,80.78342691708805,9.090909090909092,277.0770975479299,9.090909090909092,1468.0376917954143,9.090909090909092,3122.3433734186665,12.727272727272727,52.52685640616023,12.727272727272727,27196.573558970944,9.090909090909092,40.17128062139016,9.090909090909092,11347.780143376061,40.0,34.63587921847247,49.09090909090909,26.022304832713754,27.27272727272727,51.2519537740145,27.27272727272727,72.98643417735005,0.0,49.16468096462627,56.36363636363636,61.64736389624732,3.6363636363636362,68.57277320203076,60.0,67.09430803571429,45.45454545454545,70.28123943075681,61.81818181818181,64.72634696527102,0.0,44.629393718506584,61.81818181818181,67.88648648648649,50.90909090909091,57.72390910316522,18.181818181818183,56.83595706520308,29.09090909090909,82.99931059650663,27.27272727272727,83.19686063859459,32.72727272727273,85.53422984585004,21.818181818181817,75.25491498783876,43.63636363636363,77.95794752533584,18.181818181818183,694.6847355665176,30.909090909090907,73.16775601573724,7.2727272727272725,67.0,0.0,62.0,0.0,56.00000000000001,14.545454545454545,73.0,21.818181818181817,80.0,14.545454545454545,68.0,21.818181818181817,75.0
ibm-granite/granite-3.0-3b-a800m-base,https://huggingface.co/ibm-granite/granite-3.0-3b-a800m-base,2024-11-04,pretrained,3.37,3,20.37811147186147,25.454545454545453,71.33679109279115,10.909090909090908,39.77272727272727,0.0,28.043143297380585,0.0,0.641025641025641,9.090909090909092,52.99542834426555,27.27272727272727,30.952380952380953,7.2727272727272725,2.20125786163522,50.90909090909091,937.2661745931945,29.09090909090909,30.040832199105584,27.27272727272727,5.455552478537801,36.36363636363637,49.98161426732855,36.36363636363637,41.39765874423554,34.54545454545455,17.561670674147297,14.545454545454545,60.63519570138812,12.727272727272727,56.980408844414676,50.90909090909091,104.69927638343974,43.63636363636363,194.8096488886607,41.81818181818181,331.70775462844006,14.545454545454545,52.77682954741854,23.636363636363637,8757.247495385094,16.363636363636363,42.87990440151364,30.909090909090907,1557.570868667474,0.0,26.820603907637658,0.0,20.941759603469638,60.0,60.1864956781083,30.909090909090907,74.08288646613872,0.0,47.574353939947756,43.63636363636363,60.38540305163171,1.8181818181818181,67.21244155355713,29.09090909090909,63.1625744047619,60.0,71.82228928723191,41.81818181818181,62.57607108081792,0.0,40.0080768134532,32.72727272727273,62.75531531531531,65.45454545454545,60.08158944630026,1.8181818181818181,49.756114356831446,20.0,78.74557983685865,27.27272727272727,83.13554803835204,16.363636363636363,79.50046763340941,20.0,74.81051728016722,12.727272727272727,52.05491283303921,54.54545454545454,199.11458576759873,25.454545454545453,66.27309977798093,1.8181818181818181,61.0,0.0,61.0,1.8181818181818181,59.0,0.0,63.0,1.8181818181818181,64.0,0.0,56.00000000000001,0.0,55.00000000000001
ibm-granite/granite-3.0-3b-a800m-instruct,https://huggingface.co/ibm-granite/granite-3.0-3b-a800m-instruct,2024-11-04,chat,3.37,3,19.464285714285715,23.636363636363637,70.41382132917754,14.545454545454545,44.77272727272727,0.0,27.11864406779661,3.6363636363636362,0.9615384615384616,14.545454545454545,55.04174120453192,3.6363636363636362,26.190476190476193,16.363636363636363,4.088050314465408,27.27272727272727,2051.671519794934,32.72727272727273,35.368461987167024,23.636363636363637,4.73553032400997,30.909090909090907,45.75289575289575,36.36363636363637,41.29123802766939,27.27272727272727,14.293347582153354,18.181818181818183,68.22789220370971,18.181818181818183,63.9268022340208,18.181818181818183,183.46765961209977,21.818181818181817,401.5334148773461,23.636363636363637,727.0596194896152,34.54545454545455,56.57513207494289,16.363636363636363,22594.511883070874,12.727272727272727,41.53555068711412,18.181818181818183,3821.9373722525484,12.727272727272727,29.218472468916517,0.0,19.578686493184634,52.72727272727272,57.499620526831826,61.81818181818181,79.22689015945168,1.8181818181818181,53.99263362372082,9.090909090909092,56.50166700449427,3.6363636363636362,67.08822805609844,16.363636363636363,59.33519345238094,50.90909090909091,70.93685771522232,76.36363636363637,66.61290976955534,0.0,41.12741529981158,30.909090909090907,61.86954954954955,54.54545454545454,58.183411477448054,10.909090909090908,54.87604927507414,10.909090909090908,76.43914981606338,21.818181818181817,82.74660704325841,29.09090909090909,85.14421161792151,27.27272727272727,76.38073837177159,16.363636363636363,56.53198701320902,27.27272727272727,358.5745812084828,23.636363636363637,65.74065193613687,14.545454545454545,70.0,1.8181818181818181,65.0,3.6363636363636362,57.99999999999999,0.0,59.0,3.6363636363636362,64.0,0.0,59.0,7.2727272727272725,63.0
BUT-FIT/csmpt7b,https://huggingface.co/BUT-FIT/csmpt7b,2024-09-23,pretrained,6.7,3,16.025432900432904,20.0,68.32159387174764,1.8181818181818181,26.36363636363636,0.0,25.731895223420647,3.6363636363636362,0.964630225080386,5.454545454545454,52.004571655734445,0.0,22.22222222222222,0.0,0.3144654088050315,90.9090909090909,361.3152181368303,10.909090909090908,8.205327629788062,0.0,1.4958448753462603,7.2727272727272725,17.107924250781394,7.2727272727272725,16.67257892869812,16.363636363636363,7.222370647430759,3.6363636363636362,51.85014553953852,1.8181818181818181,51.52869079597967,45.45454545454545,108.95194455754131,89.0909090909091,78.48851206407204,98.18181818181819,93.83558368831436,0.0,50.844971342890375,100.0,250.80713280528585,41.81818181818181,49.27305317665804,100.0,158.21798782793385,0.0,25.843694493783303,0.0,20.693928128872365,34.54545454545455,53.98549386894433,20.0,71.54728505983879,0.0,46.04845663175033,23.636363636363637,59.0818544638676,0.0,63.80155328888269,20.0,60.491443452380956,23.636363636363637,64.50035122408096,49.09090909090909,63.18463972736124,0.0,44.77730287476249,50.90909090909091,64.93837837837837,50.90909090909091,57.83213745375018,16.363636363636363,56.31856936628662,1.8181818181818181,70.03940973297597,18.181818181818183,80.52658642155505,5.454545454545454,69.07973164899083,7.2727272727272725,68.2106891134083,1.8181818181818181,50.33663633534103,81.81818181818183,122.83711253906482,5.454545454545454,54.49869196486874,1.8181818181818181,59.0,0.0,63.0,0.0,50.0,0.0,65.0,0.0,52.0,0.0,52.0,0.0,52.0
microsoft/Phi-3-mini-4k-instruct,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2024-09-23,chat,3.82,3,12.06439393939394,12.727272727272727,62.615008081667625,18.181818181818183,49.31818181818181,1.8181818181818181,29.275808936825886,3.6363636363636362,0.964630225080386,3.6363636363636362,51.4221824686941,1.8181818181818181,26.190476190476193,7.2727272727272725,2.8301886792452833,7.2727272727272725,14602.00754428151,25.454545454545453,28.349212521874396,5.454545454545454,2.3545706371191137,27.27272727272727,44.06140834712263,29.09090909090909,33.735367151472154,21.818181818181817,9.778252738445097,21.818181818181817,70.97806630306117,20.0,66.77962490389147,7.2727272727272725,401.0878665605825,3.6363636363636362,4068.5676391301154,5.454545454545454,8122.037585945756,20.0,53.26599963565533,3.6363636363636362,83315.9644456383,0.0,31.14917347142004,3.6363636363636362,22049.44412763067,7.2727272727272725,29.129662522202487,0.0,21.437422552664188,9.090909090909092,47.78059476778294,7.2727272727272725,56.94982066124508,0.0,49.7334522482811,7.2727272727272725,55.722683143334415,3.6363636363636362,68.63476815361958,10.909090909090908,56.418526785714285,7.2727272727272725,60.921768088040174,30.909090909090907,59.8456264199935,0.0,49.95508675825731,14.545454545454545,58.281081081081076,14.545454545454545,51.57486605649346,0.0,46.95214429099165,1.8181818181818181,69.30797940691016,3.6363636363636362,73.43145807237299,21.818181818181817,80.75957383736804,18.181818181818183,72.94876868519165,25.454545454545453,68.43696069496393,12.727272727272727,998.0726064562293,27.27272727272727,68.7447199049889,0.0,54.0,7.2727272727272725,68.0,0.0,56.99999999999999,0.0,63.0,10.909090909090908,70.0,5.454545454545454,63.0,5.454545454545454,63.0
google/gemma-2-2b,https://huggingface.co/google/gemma-2-2b,2024-09-23,pretrained,2.61,3,11.400838744588745,12.727272727272727,62.855203694888964,20.0,51.02272727272727,12.727272727272727,31.2788906009245,0.0,0.3215434083601286,21.818181818181817,60.28995229576625,0.0,25.396825396825395,10.909090909090908,3.1446540880503147,36.36363636363637,1641.1096244688938,5.454545454545454,2.3527124246548707,3.6363636363636362,1.9390581717451523,0.0,12.750505607648465,5.454545454545454,14.153955303299043,0.0,1.4694095645204381,10.909090909090908,59.087889773037425,12.727272727272727,56.99680395699066,14.545454545454545,207.13828985497796,27.27272727272727,295.9360937117875,32.72727272727273,545.6882604774568,14.545454545454545,52.781253065399866,1.8181818181818181,116121.74768975073,29.09090909090909,46.15614419438359,20.0,2194.9543670640646,0.0,25.666074600355238,0.0,19.82651796778191,16.363636363636363,49.45786617109522,36.36363636363637,75.53002592421606,0.0,47.765737298223584,23.636363636363637,58.55064967743289,3.6363636363636362,69.11682752119455,40.0,64.5370163690476,74.54545454545455,73.79998439004085,41.81818181818181,61.8939670561506,0.0,45.60166116842417,34.54545454545455,63.12108108108107,60.0,59.10840810701499,23.636363636363637,60.583374784257686,20.0,78.65105748579019,16.363636363636363,78.61926051724258,9.090909090909092,70.89917721088348,9.090909090909092,68.7128266519573,14.545454545454545,53.17979507131422,1.8181818181818181,57326.59178987587,14.545454545454545,60.060902197335764,18.181818181818183,76.0,1.8181818181818181,67.0,0.0,51.0,5.454545454545454,69.0,5.454545454545454,65.0,10.909090909090908,67.0,5.454545454545454,62.0
BUT-FIT/CSTinyLlama-1.2B,https://huggingface.co/BUT-FIT/CSTinyLlama-1.2B,2024-09-23,pretrained,1.23,3,11.370400432900432,0.0,54.15584603618986,0.0,24.545454545454547,0.0,27.426810477657938,1.8181818181818181,0.0,1.8181818181818181,49.325183860067575,5.454545454545454,27.77777777777778,0.0,0.3144654088050315,92.72727272727272,328.22167741902416,7.2727272727272725,4.2193272409099745,0.0,1.3850415512465373,1.8181818181818181,13.945578231292515,0.0,7.875133025895707,14.545454545454545,5.913260308130733,0.0,51.46712038409817,0.0,51.10137464236004,56.36363636363636,98.25044240661191,83.63636363636363,82.42153082261214,96.36363636363636,100.75771353652912,0.0,50.78012733379109,96.36363636363636,345.0774929329619,14.545454545454545,42.411870145389365,98.18181818181819,197.34694088221934,0.0,26.820603907637658,0.0,20.074349442379184,5.454545454545454,46.07286295070131,9.090909090909092,59.50317837991407,0.0,41.17627969888804,0.0,45.24379503882688,10.909090909090908,70.52548880970852,0.0,37.11848958333333,1.8181818181818181,31.487889273356405,1.8181818181818181,37.08566617981175,0.0,47.41167153892833,1.8181818181818181,36.07171171171172,3.6363636363636362,46.11426517069371,9.090909090909092,54.67039403168775,0.0,65.78309991703875,1.8181818181818181,72.63995525622838,0.0,62.587284495835384,0.0,63.42360932049543,0.0,50.270349804993195,74.54545454545455,135.13930026293198,3.6363636363636362,53.630282135627525,0.0,47.0,0.0,59.0,5.454545454545454,62.0,0.0,61.0,0.0,42.0,0.0,49.0,5.454545454545454,62.0
utter-project/EuroLLM-1.7B-Instruct,https://huggingface.co/utter-project/EuroLLM-1.7B-Instruct,2024-11-22,chat,1.66,3,11.360254329004325,3.6363636363636362,56.671077368535805,5.454545454545454,29.43181818181818,0.0,26.194144838212637,3.6363636363636362,1.282051282051282,18.181818181818183,55.735440270324,1.8181818181818181,26.190476190476193,0.0,1.257861635220126,54.54545454545454,895.3036657798922,14.545454545454545,9.780283881003307,9.090909090909092,2.6308501800055386,7.2727272727272725,17.558374701231845,16.363636363636363,24.866974104292304,10.909090909090908,5.245346869712352,9.090909090909092,55.278260960508476,9.090909090909092,54.68120368962748,38.18181818181819,118.85643875366182,50.90909090909091,166.25168586893292,52.72727272727272,270.7701989702027,10.909090909090908,52.335580125465356,43.63636363636363,3522.82781068847,23.636363636363637,43.66660027882892,54.54545454545454,805.5080378336504,0.0,26.376554174067497,0.0,19.083023543990087,0.0,43.97078671966984,0.0,37.30246102489435,0.0,48.27999267391678,1.8181818181818181,45.876872322133764,7.2727272727272725,70.08895585209962,1.8181818181818181,37.375,0.0,26.88165049301454,0.0,34.90141187925998,0.0,43.160522549862385,0.0,34.152792792792795,0.0,43.11557839127982,7.2727272727272725,53.291161137443765,5.454545454545454,73.58434402790611,10.909090909090908,76.43562441678026,12.727272727272727,75.31476365735047,14.545454545454545,70.66314605836736,7.2727272727272725,50.880765638275804,49.09090909090909,220.06400802870684,18.181818181818183,62.66702445474729,0.0,56.99999999999999,0.0,60.0,0.0,52.0,0.0,59.0,1.8181818181818181,56.00000000000001,0.0,48.0,0.0,50.0
meta-llama/Llama-3.2-1B,https://huggingface.co/meta-llama/Llama-3.2-1B,2024-10-05,pretrained,1.24,3,11.233089826839826,10.909090909090908,61.023581437880836,0.0,26.931818181818183,3.6363636363636362,29.275808936825886,3.6363636363636362,0.9615384615384616,12.727272727272727,54.27747962631684,0.0,24.6031746031746,7.2727272727272725,2.515723270440252,23.636363636363637,2412.0215869292747,32.72727272727273,35.27124246548707,20.0,3.544724453060094,27.27272727272727,43.417907703621985,25.454545454545453,31.606952820148987,23.636363636363637,11.479205628283907,5.454545454545454,53.41341602748885,3.6363636363636362,53.65804919607449,25.454545454545453,152.51239931151494,20.0,414.9898192538942,21.818181818181817,759.0890112737263,7.2727272727272725,51.513978223399334,23.636363636363637,8705.938636658575,7.2727272727272725,37.88090021907987,20.0,2161.502259356132,0.0,26.376554174067497,0.0,20.57001239157373,5.454545454545454,46.12209190224771,10.909090909090908,63.891650981924066,0.0,44.688278865423634,9.090909090909092,56.59585101103648,3.6363636363636362,67.76679839672481,9.090909090909092,54.30654761904763,20.0,63.76950160869301,27.27272727272727,58.98602320675105,0.0,43.79810296024749,5.454545454545454,52.4190990990991,9.090909090909092,49.17611636232905,1.8181818181818181,50.33242222590588,20.0,79.55620846113307,14.545454545454545,77.85824468758204,1.8181818181818181,65.55795104699254,1.8181818181818181,65.19479681368728,5.454545454545454,50.49904334094858,29.09090909090909,355.5446474969599,9.090909090909092,57.74464950372209,0.0,54.0,0.0,63.0,0.0,52.0,0.0,56.00000000000001,1.8181818181818181,56.00000000000001,0.0,49.0,0.0,56.99999999999999
utter-project/EuroLLM-1.7B,https://huggingface.co/utter-project/EuroLLM-1.7B,2024-11-22,pretrained,1.66,3,9.885687229437229,9.090909090909092,60.082713349012565,0.0,25.795454545454543,0.0,25.423728813559322,3.6363636363636362,0.9615384615384616,14.545454545454545,54.82955674816139,0.0,24.6031746031746,0.0,1.257861635220126,65.45454545454545,797.9000656297104,10.909090909090908,7.4859031693564075,5.454545454545454,2.243145942952091,7.2727272727272725,17.852546423974996,14.545454545454545,21.5679318907414,9.090909090909092,4.951464956808264,1.8181818181818181,51.76805868689856,7.2727272727272725,54.309924860126934,43.63636363636363,109.5501545473431,54.54545454545454,156.1053311371491,60.0,252.46515781303407,5.454545454545454,51.35847311556733,50.90909090909091,3110.9166563110794,20.0,43.19856602270464,56.36363636363636,739.6814292412014,0.0,25.932504440497333,0.0,20.19826517967782,0.0,43.857457570797386,0.0,37.19059625696936,0.0,45.609062896634036,3.6363636363636362,46.995198188312095,1.8181818181818181,66.45511717574169,0.0,36.97061011904762,3.6363636363636362,32.4010718838619,1.8181818181818181,36.63988964621876,0.0,42.58755778901293,3.6363636363636362,38.06486486486486,0.0,43.102595982443795,9.090909090909092,54.285243677242946,5.454545454545454,72.96579952088032,0.0,71.85628661695854,3.6363636363636362,67.29386522020405,3.6363636363636362,66.02425867485512,3.6363636363636362,50.45440332870324,52.72727272727272,202.90366044978333,10.909090909090908,57.8537204518741,0.0,59.0,0.0,56.00000000000001,0.0,46.0,0.0,62.0,0.0,51.0,0.0,53.0,0.0,49.0
meta-llama/Llama-3.2-1B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,2024-10-04,chat,1.24,3,9.697646103896105,5.454545454545454,57.640388145053834,14.545454545454545,43.63636363636363,0.0,25.731895223420647,0.0,0.3205128205128205,7.2727272727272725,52.44682965613199,0.0,22.22222222222222,12.727272727272727,3.459119496855346,3.6363636363636362,24364.596686353794,29.09090909090909,30.779700563873224,7.2727272727272725,2.547770700636943,30.909090909090907,45.15535944107373,23.636363636363637,28.73359347286272,18.181818181818183,8.317748686436904,10.909090909090908,59.099999822177566,3.6363636363636362,53.30422993307644,5.454545454545454,551.7924037428302,5.454545454545454,3308.7729286553727,3.6363636363636362,8649.440425880697,9.090909090909092,52.213889005666026,7.2727272727272725,80282.20373224208,3.6363636363636362,34.45528779127664,5.454545454545454,20403.931597486535,0.0,25.044404973357015,0.0,20.074349442379184,3.6363636363636362,45.84558929106207,14.545454545454545,68.54202919137752,0.0,47.5021083814507,5.454545454545454,53.47432393706622,1.8181818181818181,65.26744236622942,14.545454545454545,57.96521577380953,7.2727272727272725,61.19060627346915,21.818181818181817,57.53610840636156,0.0,44.864534074930134,10.909090909090908,56.44612612612613,5.454545454545454,48.93906257021736,7.2727272727272725,52.216421826917106,5.454545454545454,72.72107916195773,7.2727272727272725,75.14634695336237,7.2727272727272725,70.30306653931761,12.727272727272727,69.34841733358256,9.090909090909092,51.23675408520336,10.909090909090908,1424.928158823474,7.2727272727272725,57.41292179541595,0.0,53.0,0.0,56.00000000000001,0.0,57.99999999999999,0.0,62.0,3.6363636363636362,64.0,3.6363636363636362,59.0,7.2727272727272725,64.0
mosaicml/mpt-7b,https://huggingface.co/mosaicml/mpt-7b,2024-09-23,pretrained,6.64,3,8.71685606060606,1.8181818181818181,55.51692145507633,3.6363636363636362,24.204545454545453,0.0,26.656394453004623,0.0,0.3215434083601286,9.090909090909092,53.24786324786325,1.8181818181818181,26.190476190476193,0.0,0.628930817610063,21.818181818181817,2832.8872657878555,16.363636363636363,14.621816060664983,5.454545454545454,2.409972299168975,23.636363636363637,36.146350432064715,1.8181818181818181,10.10996807378503,18.181818181818183,8.665063674414462,7.2727272727272725,54.41553984488701,7.2727272727272725,54.55918693886126,23.636363636363637,170.16879191212578,12.727272727272727,835.0480703256999,14.545454545454545,1293.0504568635527,1.8181818181818181,51.123078432196856,21.818181818181817,12439.513048337201,5.454545454545454,35.72993427604063,14.545454545454545,4490.230535743161,0.0,27.353463587921844,0.0,20.817843866171003,25.454545454545453,51.00221940523222,45.45454545454545,76.73212827160054,0.0,42.77172421886621,9.090909090909092,56.369914238385135,0.0,61.605931270643254,56.36363636363636,66.3139880952381,50.90909090909091,70.99452784209659,12.727272727272727,54.8259493670886,0.0,45.12906583369573,27.27272727272727,60.39135135135134,10.909090909090908,51.24456361629992,1.8181818181818181,49.986327822911804,12.727272727272727,76.38285861343063,9.090909090909092,75.38202133993664,10.909090909090908,72.4391889909556,5.454545454545454,66.8000804960674,10.909090909090908,51.263722346743954,25.454545454545453,387.60350034088873,1.8181818181818181,52.71463203604545,0.0,56.99999999999999,0.0,56.00000000000001,0.0,48.0,0.0,56.00000000000001,1.8181818181818181,60.0,0.0,54.0,0.0,49.0
allenai/OLMo-7B-Instruct-hf,https://huggingface.co/allenai/OLMo-7B-Instruct-hf,2024-09-23,chat,6.7,3,7.230113636363637,5.454545454545454,57.5239127175901,10.909090909090908,39.09090909090909,0.0,24.80739599383667,3.6363636363636362,0.964630225080386,0.0,47.82175511826674,0.0,20.634920634920633,0.0,1.257861635220126,1.8181818181818181,48490.67212438386,18.181818181818183,17.907835893447405,0.0,1.2742382271468145,20.0,30.354844640558927,16.363636363636363,24.015608371763037,7.2727272727272725,3.6156380799715024,20.0,69.31190225582506,21.818181818181817,68.03333502177873,1.8181818181818181,934.4198810472784,1.8181818181818181,5547.42898705992,1.8181818181818181,16035.360021777133,18.181818181818183,53.151473961033815,1.8181818181818181,104420.0655818285,0.0,31.288587930691097,1.8181818181818181,43037.24734206159,0.0,26.820603907637658,0.0,20.074349442379184,10.909090909090908,48.64548591026382,16.363636363636363,70.10636031109058,0.0,43.66599580815871,16.363636363636363,57.1903111042769,5.454545454545454,68.86498498226351,23.636363636363637,61.520089285714285,14.545454545454545,62.234739096877135,21.818181818181817,57.88197825381369,0.0,41.73582867451437,14.545454545454545,58.27747747747748,14.545454545454545,51.647642444487715,10.909090909090908,55.40585053992486,9.090909090909092,74.66316314457012,5.454545454545454,74.48672181815562,14.545454545454545,77.1254941664973,9.090909090909092,68.65035766687213,23.636363636363637,66.74246920766778,5.454545454545454,1857.340816913084,0.0,52.19764186365416,0.0,57.99999999999999,0.0,57.99999999999999,0.0,53.0,0.0,61.0,5.454545454545454,63.0,0.0,56.00000000000001,0.0,56.99999999999999
